Évelette_X	Évelettoise_N	Évelettois_N	évelettois_A
Aalénien_N	aalénien_A
grec_X	Grecque_N	Grec_N	grecque_N	Grèce_X
moscoutaire_N	moscovite_A	muscovite_X
Appoigny_X	éponienne_A	éponien_A	Éponien_N	Éponienne_N
trichocéphale_N	trichocéphalosefr_X
Upignien_N	Upigny_X	upignien_A	Upignienne_N
kœtzinguois_A	kœtzinguoise_A	Kœtzingue_X	Kœtzinguoise_N	Kœtzinguois_N
talonnais_A	Talonnais_N	talonnaise_A	Talon_X	Talonnaise_N
diélectrique_A	diélectriquement_D
trichotomiefr_X	trichotome_A
magnificence_X	munificence_N	magnifiquement_D	munificent_A
Livilliers_X	Livilloise_N	Livillois_N	livilloise_A	livillois_A
bâlinoise_A	Bâlinois_N	Bâlinoise_N	Bâlines_X	bâlinois_A
tapissier_A	tapisserie_N	tapisser_V
Remalardaise_N	Rémalard_X	remalardais_A	Remalardais_N
guilbervillais_A	Guilberville_X	Guilbervillaise_N	Guilbervillais_N
préabdominalfr_X	préabdomen_N
pelvimètre_N	intropelvimètrefr_X
tégument_N	tégumentairefr_X
indiscutablement_D	discuter_X
Lesve_X	Lesvois_N	Lesvoise_N	lesvois_A
primatiale_A	primat_N	primatial_A
préextracteur_N	préextraction_N
géocorisefr_X	corise_N
tarsométatarse_N	tarsométatarsien_A
Vezin_X	Vezinois_N	vezinois_A	Vezinoise_N
dollar_X	thaler_N
slaque_A	slaquer_V
diastématie_N	diastématique_A
Bécancour_X	bécancouroise_X	Bécancouroise_X	Bécancourois_N	bécancourois_X
apolitisé_A	apolitisation_N
ritournelle_N	ritourneller_V
Champéenne_N	Campélienne_N	champéenne_A	Champeaux_X	Champéen_N	Campélien_N	champéen_A	campélienne_A	campélien_A
taxologue_X	taxologiste_X	taxologie_N
ethnonymique_A	ethnonyme_N
cathétériser_V	cathétérisme_N	cathéter_N
phlogose_N	phlogosé_A
zincographique_A	zincographie_N
hypergraphe_N	hypergraphique_A	hypergraphie_N
abdiquer_V	abdicataire_A	abdication_X
mérouesque_X	mérou_N
Wylder_X	Wylderois_N	wylderoise_A	wylderois_A	Wylderoise_N
Dalhemoise_N	dalhemois_A	Dalhemois_N	Dalhem_X
collectagefr_X	collecteurfr_X	collecter_V
indétonance_N	détonant_A	indétonant_A
Auvillaraise_N	auvillaraise_A	auvillarais_A	Auvillar_X	Auvillarais_N
mixotrophie_N	mixotrophique_X	mixotrophe_X
pennolle_A	pennol_A	Penne_X	Pennol_N	Pennolle_N
gélouxoise_A	gélouxois_A	Geloux_X	Gélouxois_N	Gélouxoise_N
Vauthiermontfr_X	Vauthier_X
sillomètre_N	sillométrique_A
baltique_A	Baltefr_X
Tournusien_N	tournusienne_A	Tournus_X	tournusien_A	Tournusienne_N
Quibarjounais_N	Quirbajou_X	quibarjounais_A	quibarjounaise_A	Quibarjounaise_N
paripenné_A	penné_A	imparipenné_A	penne_X	empennéfr_X	pinnule_N
pantophage_A	pantophagie_N
fovéa_N	fovéal_A
Césalpinées_N	césalpinée_N
ballansoise_A	ballansois_A	Ballans_X	Balançais_N	Balançaise_N	balançais_A	Ballansois_N	balançaise_A	Ballansoise_N
algophile_N	algophiliefr_X
unioculéfr_X	oculé_A
marestoise_A	Marestois_N	Marest_X	marestois_A	Marestoise_N
compon_A	oné_X
Tauxignoise_N	Tauxigny_X	tauxignois_A	Tauxignois_N
étai_N	étayer_V
énième_A	énièmement_X
grottefrgrotte_X	crypte_N
prépensionner_V	prépension_N
hélécinois_A	Hélécine_X	Hélécinoise_N	Hélécinois_N
ploubazlanecaine_A	Ploubazlanecain_N	Ploubazlanecaine_N	ploubazlanecain_A	Ploubazlanec_X
garrocher_V	garrochage_N	garroché_A
prématurément_D	prématuré_A	prématurité_N
Deûlémontoise_N	Deûlémont_X	deûlémontois_A	Deûlémontois_N
Ploudalmézien_N	Ploudalmézienne_N	Ploudalmézeau_X	ploudalmézien_A
néfiachois_A	Néfiachois_N	Néfiachoise_N	Néfiach_X
burlacoise_A	Burlats_X	burlacois_A	Burlacois_N	Burlacoise_N
Turquant_X	turquantois_A	Turquantoise_N	Turquantois_N	turquantoise_A
scaphocéphalismefr_X	scaphocéphale_A	scaphocéphaliefr_X
Nahujane_N	Nahujan_N	nahujan_A	nahujane_A	Nahuja_X
domatienne_A	domatien_A	Domatien_N	Domatienne_N	Domats_X
affurage_X	affurer_V	affure_N
désappairage_X	désappairer_V
Famirodienne_N	famirodien_A	Famirodien_N	Familleureux_X
démerder_V	indémerdabilité_N	indémerdable_A
scaphandrier_N	scaphandre_N
Orvaux_X	Orvauxien_N	Orvauxienne_N	orvauxien_A
bonsinois_A	Bonsinoise_N	Bonsin_X	Bonsinois_N
langfrurineDérivés_X	urée_N
loyauté_N	loyalement_D
pasquinant_V	pasquiner_V
Mison_X	Misonnais_N	misonnaise_A	misonnais_A	Misonnaise_N
Walbourgeois_N	walbourgeoise_A	Walbourgeoise_N	walbourgeois_A	Walbourg_X
acoustophobie_N	acousticophobie_N	akousticophobie_N	acoustophobe_N
Furnaux_X	fenalois_A	Fenaloise_N	Fenalois_N
somniloquie_N	somniloque_A	somniloquer_V
natation_N	natatoire_X
Marcinelle_X	Marcinellois_N	Marcinelloise_N	marcinellois_A
aimantophilie_N	aimantophile_N
synastrie_N	synastriquefr_X
vénalité_N	vénal_A
tapette_N	tapiole_N
leucopénie_N	leucopéniquefr_X
reboiser_V	reboisementfr_X
bécasseau_N	bécassot_N	bécasse_N	bécassine_N	Bécassine_X
Doucelles_X	Doucelloise_N	doucellois_A	doucelloise_A	Doucellois_N
Frécourtoise_N	Frécourtois_N	frécourtoise_A	frécourtois_A	Frécourt_X
astigmate_A	astigmatisme_X
Sammarçollois_N	Sammarçolloise_N	sammarçolloise_A	Sammarçolles_X	sammarçollois_A
agropastoralisme_N	pastoralisme_N
sainnevillais_A	Sainnevillais_N	sainnevillaise_A	Sainneville_X	Sainnevillaise_N
cursive_X	cursif_A	script_X
visiophone_N	visiophonique_A	visiophonie_N
Barsois_N	Barsoise_N	Bars_X	barsois_A	barsoise_A
orxoise_A	Orxoise_N	orxois_A	Orx_X	Orxois_N
martinolle_A	Martinolle_N	Martrin_X	martinol_A	Martinol_N
écroter_V	écrotage_N
Étourvy_X	Stolvicienne_N	stolvicienne_A	stolvicien_A	Stolvicien_N
triolisme_N	trioliste_N
Tulliste_N	Tulle_X	tullois_A	Tullois_N	tulliste_A
renwézienne_A	Renwez_X	Renwézien_N	Renwézienne_N	renwézien_A
ponérinefr_X	ponère_N
hypermondial_X	hypermonde_N
aspirant_X	aspirer_V	aspirationnel_A	aspiration_X	aspirée_N
Pontaquais_N	Pontaquaise_N	pontaquais_A	Pontacq_X	pontaquaise_A
nosographie_N	nosographique_A
Migronnaise_N	Migron_X	Migronnais_N	migronnaise_A	migronnais_A
crapoter_V	crapoteux_A
trochlée_N	épitrochlée_N	trochléen_A
indigénat_N	indigène_A
uniatismefr_X	uniate_A
pleugueneucois_A	Pleugueneucoise_N	Pleugueneuc_X	pleugueneucoise_A	Pleugueneucois_N
Chassigny_X	Chassignienne_N	Chassignien_N	chassignien_A	chassignienne_A
brachycéphale_A	brachycéphalisation_N
fraiser_V	fraisagefr_X	fraiseusefr_X	fraisurefr_X	fraiseurfr_X	fraisementfr_X
chorégraphefr_X	hémichoréefr_X	dichorée_N	chorégraphiefr_X	chorée_N
ruscadienne_X	Laruscade_X	ruscadien_X
poussarder_V	poussard_N
tréflaouénanais_A	tréflaouénanaise_A	Tréflaouénanaise_N	Tréflaouénan_X	Tréflaouénanais_N
Courançois_N	courançois_A	courançoise_A	Courançoise_N	Courances_X
simplexe_A	simplexifier_V
Martainvillais_N	Martainville_X	Marttainvillais_N	marttainvillaise_A	Martainvillaise_N	martainvillaise_A	martainvillais_A	marttainvillais_A	Marttainvillaise_N
transversal_A	transversaire_A	transverse_A
chafouinerie_N	chafouin_N	chafouinage_N	chafouiner_V
villerat_A	villerate_A	Villerate_N	Villerat_N	Villery_X
aruffienne_A	Aroffe_X	Aruffien_N	Aruffienne_N	aruffien_A
anthropothysique_X	anthropothysie_N
coursannaise_A	coursannais_A	Coursannais_N	Coursannaise_N	Coursan_X
chaveignaise_A	Chaveignaise_N	Chaveignais_N	Chaveignes_X	chaveignais_A
balestois_A	Balestois_N	Balesta_X	Balestoise_N
schlotagefr_X	schloterfr_X	schlot_N
adérien_A	Adé_X	Adérienne_N	Adérien_N
texturiser_V	texturisation_N
Carbonneau_X	Carbonel_X	Carbonell_X	Charbonnel_X
Nimysienne_N	Nimysien_N	nimysien_A	Nimy_X
trescléousienne_A	trescléousien_A	Trescléoux_X	Trescléousienne_N	Trescléousien_N
embrelage_N	embreler_V
néphropyose_N	néphropyiquefr_X
hypercardioïde_A	infracardioïde_X	cardioïde_A
Blagny_X	Blagnynois_N	Blagnynoise_N	blagnynois_A	blagnynoise_A
Morlancourt_X	morlancourtois_A	Morlancourtois_N	morlancourtoise_A	Morlancourtoise_N
trophallaxie_N	parallaxefr_X
déficher_V	défichage_N
tchékiste_N	Tchéka_X
Puiseux_X	puiseutine_A	Puiseutin_N	Puiseutine_N	puiseutin_A
rattaquer_V	rerattaquer_V
autolégitimer_V	autolégitimation_X
altinacois_A	Lautignac_X	altinacoise_A	Altinacois_N	Altinacoise_N
sizaine_N	sizainier_N
dolce_X	dolcissimo_D
Paulhacoise_N	paulhacois_A	Paulhac_X	Paulhacois_N
sélaginellefr_X	sélagine_A
latreutiquefr_X	latrie_N
hypokaliémie_N	kaliémie_N	hyperkaliémie_N
Éviroise_N	Évirois_N	Évires_X	évirois_A
Bellenglise_X	Bellenglisois_N	bellenglisoise_A	Bellenglisoise_N	bellenglisois_A
fascine_N	faisceau_N
intranuageux_A	extranuageux_A	internuageux_A
eskaléoute_A	aléoute_A
guillage_N	guilloire_N
Pujaudranaise_N	pujaudranaise_A	Pujaudranais_N	pujaudranais_A	Pujaudran_X
Torciolane_N	torciolan_A	Torcieu_X	Torciolan_N
échancré_A	échancrer_V	chancre_N	chancreux_A	échancrure_N
chameau_X	chamelier_N	chamellerie_N	chamelée_N	chamelon_N	chamelet_N
polyspermiefr_X	polysperme_A
conliègeois_A	Conliègeois_N	Conliègeoise_N	Conliège_X	conliègeoise_A
touffeter_V	touffeté_A	touffetage_N
sophrosyne_N	sophronistefr_X
modernitude_N	modernerie_N
Maltier_X	malletier_N
lanestérien_A	Lanestérienne_N	lanestérienne_A	Lanestérien_N	Lanester_X
époustoufler_V	époustouflant_A
Ambax_X	ambaxois_A	Ambaxois_N	Ambaxoise_N
Peyrollais_N	peyrollaise_A	Peyrolles_X	Peyrollaise_N	peyrollais_A
myélomatosefr_X	myélomateuxfr_X	myélome_N
Valloisfr_X	Valléen_N
Échassiérois_N	échassiéroise_A	échassiérois_A	Échassiéroise_N	Échassières_X
réanastomoser_V	anastomoser_V	anastomose_N
standardiser_V	standardisation_X
Tatiens_X	Tatianafr_X
linghemois_A	Linghemois_N	Linghemoise_N	linghemoise_A	Linghem_X
crassouillard_N	crassefr_X
cubèbe_N	cubébinfr_X	cubébinefr_X
Rilliard_N	rilliarde_A	rilliard_A	Rilliarde_N	Rillieux_X
renoncer_V	renonciation_N	renoncement_N
distinctement_D	indistinctement_D	indistinct_X
lignonnaise_A	Lignonnais_N	lignonnais_A	Lignonnaise_N	Lignon_X
teufer_V	teuf_N	teufeur_N
Valparaisien_N	valparaisien_X	Valparaiso_X
Cavanac_X	cavanacais_A	Cavanacais_N	cavanacaise_A	Cavanacaise_N
Hardinvast_X	hardinvastaise_A	hardinvastais_A	Hardinvastaise_N	Hardinvastais_N
krarupiser_V	krarupisation_X
sinistré_A	sinistrement_D
Nauviale_X	Nauvialoise_N	Nauvialois_N	nauvialois_A	nauvialoise_A
jailloux_X	jaille_N	jailler_X	jailleur_X
Bacouëloise_N	bacouëlois_A	Bacouël_X	bacouëloise_A	Bacouëlois_N
reparage_X	reparer_V
cauciage_N	caucheux_X
loupesien_A	loupesienne_A	Loupes_X	Loupesien_N	Loupesienne_N
repiauler_V	piauler_V
papeterie_N	papetier_N
napper_V	nappage_N
trouvailler_V	trouvailleur_N	trouvaille_N
oléophobiser_V	oléophobe_A
autopromotion_N	autopromoteur_N
estohanencque_A	Estoher_X	Estohanencque_N	estohanenc_A	Estohanenc_N
congénitalement_D	congénital_A	congénère_A
vascularisationfr_X	revascularisation_N
pantalonnade_N	pantalonner_V
puxisardinophile_N	puxisardinophilie_N
rouvrellois_A	rouvrelloise_A	Rouvrellois_N	Rouvrelloise_N	Rouvrel_X
adynamie_N	adynamique_A
onomatologie_N	onomatologue_N
ressourcement_N	sourcementfr_X
millivoltmètre_N	voltmètre_N
couenne_N	découenner_V
Cantin_X	Cantinois_N	cantinois_A	Cantinoise_N
cyathefr_X	cyathophore_A
lioncelle_X	lion_X	lionceau_N	lionçonne_N
Oulonnaise_N	Oulon_X	oulonnaise_A	oulonnais_A	Oulonnais_N
ancourtais_A	ancourtaise_A	Ancourtaise_N	Ancourtais_N	Ancourt_X
Orus_X	Orusien_N	Orusienne_N	orusien_A	orusienne_A
vespéral_A	vespéralité_X	vêpres_N
palethnologiquement_D	palethnologie_N	palethnologique_A	palethnologue_N
radjoindre_V	adjoindre_V
kabukiste_X	kabuki_N
clonage_N	cloner_V	clone_X
Antagnac_X	antagnacais_A	antagnacaise_A	Antagnacaise_N	Antagnacais_N
Lamothois_N	lamothoise_A	lamothois_A	Lamothoise_N	Lamothe_X
ballersdorfoise_A	Ballersdorfoise_N	Ballersdorfois_N	ballersdorfois_A	Ballersdorf_X
montalbanais_A	Montalbanais_N	Montauban_X
Arrancourtoise_N	Arrancourtois_N	Arrancourt_X	arrancourtoise_A	arrancourtois_A
gynolâtre_N	gynolâtrie_X
procaféinateur_X	procaféination_N	procaféiner_X	procaféinatrice_X
reboisement_N	reboiseur_A
landebaëronnaise_A	Landebaëronnais_N	Landebaëronnaise_N	Landebaëron_X	landebaëronnais_A
vermiculeux_A	vermiculaire_N	vermicule_N
plantureux_A	plantureusement_D
tanorexie_N	tanorexique_A
rejinglard_X	jinglard_N
Seyssoise_N	Seysses_X	seyssois_A	Seyssois_N
zigouiller_V	zigouillage_N
Brassempouyais_N	brassempouyais_A	Brassempouyaise_N	Brassempouy_X	brassempouyaise_A
Puycasquiéroise_N	Puycasquier_X	Puycasquiérois_N	puycasquiérois_A
monosème_N	monosémie_N	monosémique_A
arquebusade_N	arquebuser_V	arquebuse_N	arquebusier_N
thalassocratique_X	thalassocratie_N
pommé_A	pommer_V
Morave_N	morave_A	Moravie_X
pâmoisonfr_X	pâmer_V
Jouquarde_N	Jouques_X	jouquard_A	Jouquard_N
Maillenois_N	Maillenoise_N	Maillen_X	maillenois_A
zèle_N	zélé_A
Limelette_X	Limelettois_N	limelettois_A	Limelettoise_N
entonnable_A	entonner_V
caroube_N	néré_N	caroubier_A
fozzanais_A	Fozzano_X	Fozzanaise_N	Fozzanais_N	fozzanaise_A
séniorat_N	séniorité_N
Baignois_N	baignois_A	Baignoise_N	baignoise_A	Baignes_X
Lozonnaise_N	Lozonnais_N	Lozon_X	lozonnais_A
Landiranais_N	landiranais_A	landiranaise_A	Landiras_X	Landiranaise_N
dendrométricien_N	dendrométrie_N
audioguider_X	audioguidage_X	audioguide_N
Brissarthe_X	brissarthoise_A	Brissarthois_N	Brissarthoise_N	brissarthois_A
maurisque_A	morisque_A	mauresque_A	moresque_A
Boeing_N	NompropreBoeing_X
déféremment_D	déférent_A
Miribel_X	miribelois_A	Miribeloise_N	miribelan_A	Miribelane_N	Miribelan_N	Miribelois_N
Blausascoise_N	blausascois_A	Blausasc_X	Blausascois_N
hippopotomonstrosesquipédaliophobie_N	hippopotomonstrosesquipédaliophobique_A	hippopotomonstrosesquipédaliophobe_X
vennanais_A	vennanaise_A	Vennans_X	Vennanaise_N	Vennanais_N
prostrerfrprostrer_X	prostré_A
syndactylie_N	polysyndactylie_X
brossayen_A	Brossay_X	Brossayen_N	brossayenne_A	Brossayenne_N
villemoyennois_A	Villemoyennois_N	Villemoyennoise_N	Villemoyenne_X
confervicolefr_X	conferve_N
Adinfer_X	adinferrois_A	Adinferrois_N	Adinferroise_N	adinferroise_A
inhabilement_D	inhabile_A
maitrisabilité_X	maitrisable_N
neurochirurgical_N	neurochirurgien_N	neurochirurgie_N
champlevage_N	champlevé_N	champlever_V	butavant_N	champleveur_N	champlevée_N
reballotter_V	ballotter_V
Bouxwillerois_N	bouxwilleroise_A	Bouxwiller_X	Bouxwilleroise_N	bouxwillerois_A
bichrome_A	bichromiefr_X
surbrisure_X	brisure_N
Esténossienne_N	esténossien_A	Esténos_X	Esténossien_N
californienne_A	californium_X	Californie_X	Californien_N	Californienne_N	californien_A	californite_N
surfusion_N	surfondu_A
irrité_A	irritant_X	irriter_V	irritation_X
colchiquefr_X	Colchide_X
allocentriste_A	allocentrisme_N
obcurrentfr_X	occurrent_A	occurrence_X
avalois_A	Avalois_N	Avaux_X	Avaloise_N
vinéen_A	Vignes_X	Vinéen_N	vinéenne_A	Vinéenne_N
thermophile_A	hyperthermophile_X
orangir_V	orangissement_N
Achgabat_X	Achgabatais_N	achgabatais_A
faillible_A	faillibilitéfr_X
Bullangeois_N	Bullangeoise_N	Bullange_X	bullangeois_A
torpilleur_N	torpille_N	torpiller_V	torpillage_N
Hodistérois_N	Hodister_X	Hodistéroise_N	hodistérois_A
gabet_N	gabeur_N
ravitailleur_A	avitailler_V	avitaillement_N	ravitailler_V	ravitaillement_N	réavitailler_V
contumélie_N	contumélieuxfr_X
dépendaison_N	dépendre_V
treillois_A	Treilloise_N	Treilles_X	treilloise_A	Treillois_N
citronner_V	recitronner_V
Gourgeon_X	Gourgeonnaise_N	Gourgeonnais_N	gourgeonnais_A	gourgeonnaise_A
réembéguiner_V	embéguiner_V
polisson_A	polissonnerie_N	polissonne_N
lascautois_A	lascautoise_A	Lascaux_X	Lascautois_N	Lascautoise_N
sabbatisme_N	sabbatistefr_X
drachme_N	dirham_X
Gergovie_X	gergovienfr_X	Gergovienfr_X
survirage_N	survirer_V
panspermiquefr_X	panspermistefr_X	panspermie_N	pansperme_N
Vaudessonnais_N	Vaudesson_X	vaudessonnaise_A	vaudessonnais_A	Vaudessonnaise_N
Falmagnois_N	falmagnois_A	Falmagnoise_N	Falmagne_X
Montlebanaise_N	Montleban_X	montlebanais_A	Montlebanais_N
aliter_V	lit_X	alitement_N
Guengataise_N	Guengatais_N	guengatais_A	guengataise_A	Guengat_X
sharvakkafr_X	shravaka_N
gogues_N	gogs_X	gogue_X	goguenot_N
chouineur_A	chouiner_V	chouineuse_A
Maulay_X	maulaisienne_A	Maulaisien_N	Maulaisienne_N	maulaisien_A
acéracé_A	acéracéesfr_X
matemaloise_A	Matemalois_N	Matemaloise_N	matemalois_A	Matemale_X
délaisser_V	redélaisser_V
Cullysien_N	cullysien_A	Cullysienne_N	Cully_X
luciférasefr_X	luciférine_N
opalescent_A	opalescencefr_X
myofibrille_N	myofibre_N
beauchalotois_A	Beauchalot_X	Beauchalotoise_N	Beauchalotois_N
casement_X	décaser_V	caser_V
corrégidorat_N	corrégidor_N
Danzéenne_N	danzéen_A	danzéenne_A	Danzé_X	Danzéen_N
sacrificefr_X	sacrificule_N	sacrifierfr_X
Longevillois_N	Longevilloise_N	longevillois_N	Longeville_X
pommeler_V	pommelé_A
zêta_N	zède_N
s’autolaire_X	autocomplaisance_N
coudoulière_N	coudoulet_N
valdinguer_V	valdingue_N
Nassigny_X	Nassignacien_N	Nassignacienne_N	nassignacienne_A	nassignacien_A
vacuiste_N	vacuisme_N
s’améliorer_V	améliorer_V
campène_N	campanefr_X	champagnefr_X
Koweïtien_N	Koweïti_X	Koweït_X	koweïtien_A
Mohatoise_N	mohatois_A	Moha_X	Mohatois_N
illisibilité_N	illisible_A
chandolassien_A	chandolassienne_A	Chandolassienne_N	Chandolas_X	Chandolassien_N
russellien_A	russellianisme_X
Castagnac_X	Castagnacois_N	Castagnacoise_N	castagnacois_A
Sosoyenne_N	sosoyen_A	Sosoye_X	Sosoyen_N
soufi_A	sofismefr_X	soufismefr_X
bagnoloise_A	Bagnolois_N	bagnolois_A	Bagnoles_X	Bagnoloise_N
longsoldaise_A	longsoldais_A	Longsoldais_N	Longsoldaise_N	Longsols_X
maraîchage_N	maraîcher_N
lithoglyphe_N	lithoglyphiquefr_X	lithoglyphiefr_X
voleter_V	volettement_N
mazdéen_A	mazdéisme_N
paronnaise_A	Paronnaise_N	Paronnais_N	Paron_X	paronnais_A
Gramont_X	gramontois_A	Gramontois_N	gramontoise_A	Gramontoise_N
tontiner_V	tontinier_A	tontine_N
mucoprotéinurie_N	mucoprotéine_N
talafr_X	talapoin_N
épi_N	épillet_N
hémospasie_N	hémospasiquefr_X
pointvillard_A	Pointvillard_N	Pointvillarde_N	Pointvillers_X
transdisciplinaire_A	transdisciplinarité_N	transdisciplinariser_V
Valderiès_X	valdéroise_A	Valdérois_N	Valdéroise_N	valdérois_A
simencourtoise_A	Simencourt_X	Simencourtois_N	Simencourtoise_N	simencourtois_A
impressionnisme_N	impressionniste_A
sociétaire_N	sociétariat_N
Regnauvillois_N	Regnauville_X	Regnauvilloise_N	regnauvilloise_A	regnauvillois_A
tonner_V	tonnant_A	tonnerre_N	paratonnerre_N
chassantaise_A	Chassantais_N	Chassant_X	chassantais_A	Chassantaise_N
herrisson_A	Herrisson_N	Herrissonne_N	herrissonne_A	Herry_X
tartisses_N	tartissure_N
Pizoland_N	pizoland_A	Pizay_X	pizolande_A	Pizolande_N
moraliste_X	moralisme_N
tavaillonneurfr_X	tavaillon_N
transpirationfr_X	transpirer_V
meuconaise_A	meuconais_A	Meuconais_N	Meuconaise_N	Meucon_X
fritter_V	frittierfr_X	frittage_N
ecboliquefr_X	ecbolade_N
phasianidé_N	phasianidés_N
arnaquer_V	arnaqueur_N
néritierfr_X	nérite_N
opsimathiefr_X	opsimathe_N
Perrussonnaise_N	perrussonnaise_A	Perrusson_X	Perrussonnais_N	perrussonnais_A
ténotomiefr_X	ténotome_N
vadrouiller_V	vadrouilleurfr_X
phygital_N	phygitaliser_V
hominalismefr_X	hominal_A
intuméfierfr_X	tuméfactionfr_X	tuméfier_V
tille_N	tiller_X
abstractionnisme_N	abstractionniste_A
Senarpontais_N	senarpontaise_A	senarpontais_A	Senarpont_X	Senarpontaise_N
touffailloise_A	Touffailles_X	touffaillois_A	Touffailloise_N	Touffaillois_N
aphakie_N	aphakique_A
lumpenterrorisme_X	lumpenterroriste_N
autapomorphie_N	autapomorphique_X
sérimétrique_X	sérimètre_N
badaboum_N	tararaboum_X	boum_X
Plouais_N	Plou_X	plouais_A	Plouaise_N
reconquêtefr_X	reconquêter_V
génuinitéfr_X	génuine_A
Frontignanais_N	Frontignan_X	frontignanais_A	Frontignanaise_N
subutraquiste_N	utraquiste_N	utraquisme_N
repasfrrepas_X	repaître_V
Villegailhencaise_N	Villegailhencais_N	Villegailhenc_X	villegailhencais_A	villegailhencaise_A
astatate_X	astate_N
vigueur_N	vigoureusement_D	revigorant_V	vigoureux_A	revigorer_X
jossais_A	Josse_N	Jossaise_N	Jossais_N
patatoïde_N	patatoïdal_A
nécromancien_N	nécromancie_N	nécromantique_A
Sadournin_X	Sadourdinois_N	sadourdinois_A	sadourdinoise_A	Sadourdinoise_N
havelangeois_A	Havelangeoise_N	Havelange_X	Havelangeois_N
emphractiquefr_X	splénemphraxiefr_X	emphraxie_N
vermelloise_A	Vermelles_X	Vermelloise_N	Vermellois_N	vermellois_A
parsonnier_X	parsonnerie_N
afflorinement_N	florin_X
anthropophage_A	anthropophile_A
euphonie_N	euphonique_A
galantiser_V	galantin_N	galanterie_X	galant_X
romanche_N	romanchophonefr_X
manhwaga_N	manhwa_N
escournifleur_N	escournifler_V
spiréinefr_X	spiréefr_X	spiréacées_N
œnophobe_A	œnophobiefr_X
nuphar_N	nupharaiefr_X
parkinsonien_A	Parkinson_X	parkinsonienne_A
interclasser_V	interclassement_N
mèsefr_X	Mèsefr_X	Mésie_X
grimpeuse_A	regrimper_V	grimper_V
Calenzanais_N	calenzanaise_A	calenzanais_A	Calenzana_X	Calenzanaise_N
retournage_N	tournagefr_X
gymnasial_A	gymnasien_N
operculaire_A	operculé_A	opercule_N
Albertivillarien_N	albertivillarien_A	Albertivillarienne_N	Aubervilliers_X	albertivillarienne_A
botteler_V	bottelage_N	botteleuse_N	botteleur_N
Bédeillais_N	bédeillais_A	Bédeillaise_N	Bédeille_X	bédeillaise_A
amputer_V	amputation_X	amputé_X
sentimentaliste_N	sentiment_X	sentimentalisme_N
Jarrier_X	Jarrien_N	Jarrienne_N	jarrien_A
Biaudossais_N	biaudossais_A	biaudossaise_A	Biaudossaise_N	Biaudos_X
visibilitéfr_X	révisibilité_N
Orainville_X	Orainvillois_N	orainvillois_A	Orainvilloise_N	orainvilloise_A
azanien_X	Azanie_X	Azanien_X
affringuois_A	affringuoise_A	Affringuoise_N	Affringuois_N	Affringues_X
Sabeline_X	sabeline_N
dosnonais_A	Dosnon_X	dosnonaise_A	Dosnonais_N	Dosnonaise_N
diazoté_A	diazote_N
vélitation_N	vélitefr_X
réester_X	escompter_V
Lomprez_X	Lomprézien_N	Lomprézienne_N	lomprézien_A
Betteville_X	Bettevillais_N	Bettevillaise_N	bettevillais_A
appointer_V	appointement_N	désappointer_V	désappointement_N
haplincourtois_A	Haplincourtoise_N	Haplincourt_X	haplincourtoise_A	Haplincourtois_N
yébleronnais_A	yébleronnaise_A	Yébleronnais_N	Yébleronnaise_N	Yébleron_X
trilemmatique_X	trilemme_N
pénardement_D	pénard_A
polyèdre_N	polyédrique_A
absolutiser_V	absolutisation_N
arbalétrier_N	arbalète_N	arbalestrille_N
brutalité_N	brutalistefr_X	brutaliser_V	brutalismefr_X	brutalement_D	brutalisationfr_X
merlevenezienne_A	merlevenezien_A	Merlevenezienne_N	Merlevenez_X	Merlevenezien_N
Geispitzen_X	Geispitzenoise_N	Geispitzenois_N	geispitzenois_A	geispitzenoise_A
Eschoise_N	Eschois_N	eschois_A	eschoise_A	Esches_X
univocité_N	biunivoque_A	univoque_A
subtomenteux_A	tomenteux_A
mausériste_X	mauser_N
spiracule_N	spiraculaire_A	spiracle_N
ancipenseur_N	ancipensée_X
Nandrinoise_N	Nandrin_X	nandrinois_A	Nandrinois_N
villemolaquais_A	Villemolaque_X	Villemolaquais_N	Villemolaquaise_N	villemolaquaise_A
iroquois_N	iroquoien_A
aliptérion_N	alipte_N	aliptique_N
Lursien_N	lursien_A	Lursienne_N	Lurs_X
pégomanie_N	pégomane_X
magnassais_A	Magnassaise_N	magnassaise_A	Magnassais_N	Magnas_X
ontologiquement_D	ontologique_A
porcherie_N	porc_X
cyanopsie_N	acyanopsie_N
giboyer_V	regiboyer_V
tripodefr_X	tripodie_N
Uffholtzoise_N	uffholtzois_A	Uffholtz_X	uffholtzoise_A	Uffholtzois_N
radiotélétype_N	télétype_N
pontcancien_A	pontcancienne_A	Pocancy_X	Pontcancien_N	Pontcancienne_N
fructifiantfr_X	fructificateurfr_X	fructificationfr_X	fructifier_V
prononçable_A	prononcer_V	prononciation_N
Arsac_X	arsacais_A	arsacaise_A	Arsacaise_N	Arsacais_N
pentanoïquefr_X	pentane_N
subrepticement_D	subreptice_A
thomiste_A	thomisme_N
Mérigny_X	Mérinoise_N	mérinoise_A	mérinois_A	Mérinois_N
Laons_X	Laonnais_N	laonnais_A	Laonnaise_N
Douzens_X	Douzenois_N	douzenois_A	douzenoise_A	Douzenoise_N
Ottomanfr_X	Osman_N	ottomanfr_X	osmanlifr_X	Osmanlifr_X
corrugué_A	corrugation_X
espadeur_N	espadole_N	espader_V	espade_N	espadage_N
